id,title,context,question,answers,answer_start
532,Test_532,"It isn�t neccessary to set the clock to use your coffee maker but you will need to set it if you want to use the timer functions. 1. Put the plug into the power socket. 2. Press the T button. 3. Use the hr and min buttons to set the correct time in 24 hour format. � The clock will retain its settings until the coffee maker is unplugged. � To change the time, press the T button. The time will flash. Use the hr and min buttons to set the new time. If you don�t press either the hr or min buttons within 3 seconds, the coffee maker will revert to normal, and the current time will show.",How long do I have to set the time?,"['within 3 seconds, the coffee maker will revert to normal,']",498
533,Test_533,"The status light will flash while your coffee maker is brewing. After the coffee has finished brewing, the status light will stop flashing and stay on for the first 30 minutes of the �keep warm� period. The status light will flash for the last 10 minutes of the keep warm period to alert you that the keep warm period is coming to an end.",Why is my status light flashing?,['The status light will flash while your coffee maker is brewing.'],0
534,Test_534,"The status light will flash while your coffee maker is brewing. After the coffee has finished brewing, the status light will stop flashing and stay on for the first 30 minutes of the �keep warm� period. The status light will flash for the last 10 minutes of the keep warm period to alert you that the keep warm period is coming to an end.",How do I see that my coffee is ready?,"['After the coffee has finished brewing, the status light will stop flashing and stay on for the first 30 minutes of']",64
535,Test_535,"The status light will flash while your coffee maker is brewing. After the coffee has finished brewing, the status light will stop flashing and stay on for the first 30 minutes of the �keep warm� period. The status light will flash for the last 10 minutes of the keep warm period to alert you that the keep warm period is coming to an end.",how do I know the coffee machine is working?,['The status light will flash'],0
536,Test_536,"The status light will flash while your coffee maker is brewing. After the coffee has finished brewing, the status light will stop flashing and stay on for the first 30 minutes of the �keep warm� period. The status light will flash for the last 10 minutes of the keep warm period to alert you that the keep warm period is coming to an end.",My status light stopped flashing,"['After the coffee has finished brewing, the status light will stop flashing']",64
537,Test_537,"The status light will flash while your coffee maker is brewing. After the coffee has finished brewing, the status light will stop flashing and stay on for the first 30 minutes of the �keep warm� period. The status light will flash for the last 10 minutes of the keep warm period to alert you that the keep warm period is coming to an end.",why is the status light on?,['the status light will stop flashing and stay on for the first 30 minutes of the �keep warm� period.'],103
538,Test_538,Pressing the f button will make the brewed coffee slightly stronger. You can also use it if you are only brewing a partial carafe of coffee (i.e. not completely filling the reservoir). Your coffee maker will then alter the brewing process so your coffee will have about the same strength as it would if you had made a full carafe.,what does the f button do?,['Pressing the f button will make the brewed coffee slightly stronger.'],0
539,Test_539,Pressing the f button will make the brewed coffee slightly stronger. You can also use it if you are only brewing a partial carafe of coffee (i.e. not completely filling the reservoir). Your coffee maker will then alter the brewing process so your coffee will have about the same strength as it would if you had made a full carafe.,how do I make my coffee stronger?,['Pressing the f button will make the brewed coffee slightly stronger.'],0
540,Test_540,Pressing the f button will make the brewed coffee slightly stronger. You can also use it if you are only brewing a partial carafe of coffee (i.e. not completely filling the reservoir). Your coffee maker will then alter the brewing process so your coffee will have about the same strength as it would if you had made a full carafe.,What do I do if I dont want the whole carafe?,['Pressing the f button will make the brewed coffee slightly stronger. You can also use it if you are only brewing a partial carafe of coffee (i.e. not completely filling the reservoir). Your coffee maker will then alter the brewing process so your coffee will have about the same strength as it would if you had made a full carafe.'],0
541,Test_541,"�	 Fill the reservoir to the max mark, and run the appliance without coffee.",What do I have to do if the machine is new?,"['Fill the reservoir to the max mark, and run the appliance without coffee.']",3
543,Test_543,"�	 Fill the reservoir to the max mark, and run the appliance without coffee.",What do I have to do the first time?,"['Fill the reservoir to the max mark, and run the appliance without coffee.']",3
544,Test_544,"�	 If you buy ground coffee, medium filter-ground coffee will give you the best results.",What coffee works best?,"['If you buy ground coffee, medium filter-ground coffee will give you the best results.']",3
545,Test_545,"�	 If you buy ground coffee, medium filter-ground coffee will give you the best results.",What coffee do I have to use?,['ground coffee'],14
546,Test_546,"�	 If you buy ground coffee, medium filter-ground coffee will give you the best results.",What is the best coffee for the machine?,['medium filter-ground coffee will give you the best results.'],29
547,Test_547,"�	 If you buy ground coffee, medium filter-ground coffee will give you the best results.",With which coffee do I get the best results?,['medium filter-ground coffee will give you the best results.'],29
548,Test_548,"1 Unplug the appliance. 2 Remove the carafe from the hotplate. 3 Open the reservoir lid. 4 Fill the reservoir with the exact amount of water required. a) Use at least 2 cups of water if you�re using ground coffee. b) Use at least 4 cups of water if you�re using coffee beans. c) Don�t fill above the max mark. 5 Close the reservoir lid 6 Squeeze the catch into the end of the filter lid, and open it fully. 7 Put the exact amount of coffee into the filter. a) Use 1 level tablespoonful of ground coffee for each cup. b) Use 1 heaped tablespoonful of whole beans for each cup. c) The number of tablespoons of coffee must match the number of cups of water. 8 Close the filter lid, and press down to engage the catch. 67",How do I fill the machine?,"['1 Unplug the appliance. 2 Remove the carafe from the hotplate. 3 Open the reservoir lid. 4 Fill the reservoir with the exact amount of water required. a) Use at least 2 cups of water if you�re using ground coffee. b) Use at least 4 cups of water if you�re using coffee beans. c) Don�t fill above the max mark. 5 Close the reservoir lid 6 Squeeze the catch into the end of the filter lid, and open it fully. 7 Put the exact amount of coffee into the filter. a) Use 1 level tablespoonful of ground coffee for each cup. b) Use 1 heaped tablespoonful of whole beans for each cup. c) The number of tablespoons of coffee must match the number of cups of water. 8 Close the filter lid, and press down to engage the catch.']",0
549,Test_549,"1 Unplug the appliance. 2 Remove the carafe from the hotplate. 3 Open the reservoir lid. 4 Fill the reservoir with the exact amount of water required. a) Use at least 2 cups of water if you�re using ground coffee. b) Use at least 4 cups of water if you�re using coffee beans. c) Don�t fill above the max mark. 5 Close the reservoir lid 6 Squeeze the catch into the end of the filter lid, and open it fully. 7 Put the exact amount of coffee into the filter. a) Use 1 level tablespoonful of ground coffee for each cup. b) Use 1 heaped tablespoonful of whole beans for each cup. c) The number of tablespoons of coffee must match the number of cups of water. 8 Close the filter lid, and press down to engage the catch. 67",How much water do I need if I use ground coffee?,['Use at least 2 cups of water if you�re using ground coffee.'],154
550,Test_550,"1 Unplug the appliance. 2 Remove the carafe from the hotplate. 3 Open the reservoir lid. 4 Fill the reservoir with the exact amount of water required. a) Use at least 2 cups of water if you�re using ground coffee. b) Use at least 4 cups of water if you�re using coffee beans. c) Don�t fill above the max mark. 5 Close the reservoir lid 6 Squeeze the catch into the end of the filter lid, and open it fully. 7 Put the exact amount of coffee into the filter. a) Use 1 level tablespoonful of ground coffee for each cup. b) Use 1 heaped tablespoonful of whole beans for each cup. c) The number of tablespoons of coffee must match the number of cups of water. 8 Close the filter lid, and press down to engage the catch. 67",How much water do I need if I use coffee beans?,['Use at least 4 cups of water if you�re using coffee beans.'],217
551,Test_551,"1 Unplug the appliance. 2 Remove the carafe from the hotplate. 3 Open the reservoir lid. 4 Fill the reservoir with the exact amount of water required. a) Use at least 2 cups of water if you�re using ground coffee. b) Use at least 4 cups of water if you�re using coffee beans. c) Don�t fill above the max mark. 5 Close the reservoir lid 6 Squeeze the catch into the end of the filter lid, and open it fully. 7 Put the exact amount of coffee into the filter. a) Use 1 level tablespoonful of ground coffee for each cup. b) Use 1 heaped tablespoonful of whole beans for each cup. c) The number of tablespoons of coffee must match the number of cups of water. 8 Close the filter lid, and press down to engage the catch. 67",Can I fill above the max mark?,['Don�t fill above the max mark.'],279
552,Test_552,"1 Unplug the appliance. 2 Remove the carafe from the hotplate. 3 Open the reservoir lid. 4 Fill the reservoir with the exact amount of water required. a) Use at least 2 cups of water if you�re using ground coffee. b) Use at least 4 cups of water if you�re using coffee beans. c) Don�t fill above the max mark. 5 Close the reservoir lid 6 Squeeze the catch into the end of the filter lid, and open it fully. 7 Put the exact amount of coffee into the filter. a) Use 1 level tablespoonful of ground coffee for each cup. b) Use 1 heaped tablespoonful of whole beans for each cup. c) The number of tablespoons of coffee must match the number of cups of water. 8 Close the filter lid, and press down to engage the catch. 67",How much tablespoons do I take for each cup?,['Use 1 level tablespoonful of ground coffee for each cup'],460
553,Test_553,"19 Set the clock to the correct time. a) Use the h and min buttons to set the correct hour and minute. b) It�s a 12 hour clock � the display shows PM for afternoon. c) If you overshoot, you can�t step back. d) The clock will retain its settings until the coffee maker is unplugged. 20 Set the timer to the time you want to start brewing. a) Press and release the Y button. b) �Y� will blink on the display. c) If you don�t press anything for 5 seconds, the display will revert to normal. d) You�ll have to press the Y button, and start again. e) Use the h and min buttons to set the correct hour and minute. f) When you�ve set the time, wait 5 seconds, and the display will revert to normal. Press the c button to activate the timer. �	 Y will show on the display. 22 To cancel the timer before brewing has started, press the button again. C KEEP WARM TIME 23 The default keep warm time is 40 minutes. 24 To change this, press the Y button, and hold it in for 3 seconds. �	 The display will show the current keep warm time. 25 Use the min button to choose the keep warm time you want � the options are 00, 20, 30, and 40 minutes after brewing has finished. 26 Press the Y button again, to activate your choice. instructions",How does the timer function work?,"['Set the timer to the time you want to start brewing. a) Press and release the Y button. b) �Y� will blink on the display. c) If you don�t press anything for 5 seconds, the display will revert to normal. d) You�ll have to press the Y button, and start again. e) Use the h and min buttons to set the correct hour and minute. f) When you�ve set the time, wait 5 seconds, and the display will revert to normal. Press the c button to activate the timer. � Y will show on the display.']",285
554,Test_554,"19 Set the clock to the correct time. a) Use the h and min buttons to set the correct hour and minute. b) It�s a 12 hour clock � the display shows PM for afternoon. c) If you overshoot, you can�t step back. d) The clock will retain its settings until the coffee maker is unplugged. 20 Set the timer to the time you want to start brewing. a) Press and release the Y button. b) �Y� will blink on the display. c) If you don�t press anything for 5 seconds, the display will revert to normal. d) You�ll have to press the Y button, and start again. e) Use the h and min buttons to set the correct hour and minute. f) When you�ve set the time, wait 5 seconds, and the display will revert to normal. Press the c button to activate the timer. �	 Y will show on the display. 22 To cancel the timer before brewing has started, press the button again. C KEEP WARM TIME 23 The default keep warm time is 40 minutes. 24 To change this, press the Y button, and hold it in for 3 seconds. �	 The display will show the current keep warm time. 25 Use the min button to choose the keep warm time you want � the options are 00, 20, 30, and 40 minutes after brewing has finished. 26 Press the Y button again, to activate your choice. instructions",How long is the keep warm time?,['The default keep warm time is 40 minutes.'],860
555,Test_555,"19 Set the clock to the correct time. a) Use the h and min buttons to set the correct hour and minute. b) It�s a 12 hour clock � the display shows PM for afternoon. c) If you overshoot, you can�t step back. d) The clock will retain its settings until the coffee maker is unplugged. 20 Set the timer to the time you want to start brewing. a) Press and release the Y button. b) �Y� will blink on the display. c) If you don�t press anything for 5 seconds, the display will revert to normal. d) You�ll have to press the Y button, and start again. e) Use the h and min buttons to set the correct hour and minute. f) When you�ve set the time, wait 5 seconds, and the display will revert to normal. Press the c button to activate the timer. �	 Y will show on the display. 22 To cancel the timer before brewing has started, press the button again. C KEEP WARM TIME 23 The default keep warm time is 40 minutes. 24 To change this, press the Y button, and hold it in for 3 seconds. �	 The display will show the current keep warm time. 25 Use the min button to choose the keep warm time you want � the options are 00, 20, 30, and 40 minutes after brewing has finished. 26 Press the Y button again, to activate your choice. instructions",Can I change the keep warm time?,"['To change this, press the Y button, and hold it in for 3 seconds. � The display will show the current keep warm time. 25 Use the min button to choose the keep warm time you want � the options are 00, 20, 30, and 40 minutes after brewing has finished. 26 Press the Y button again, to activate your choice. instructions']",905
556,Test_556,"19 Set the clock to the correct time. a) Use the h and min buttons to set the correct hour and minute. b) It�s a 12 hour clock � the display shows PM for afternoon. c) If you overshoot, you can�t step back. d) The clock will retain its settings until the coffee maker is unplugged. 20 Set the timer to the time you want to start brewing. a) Press and release the Y button. b) �Y� will blink on the display. c) If you don�t press anything for 5 seconds, the display will revert to normal. d) You�ll have to press the Y button, and start again. e) Use the h and min buttons to set the correct hour and minute. f) When you�ve set the time, wait 5 seconds, and the display will revert to normal. Press the c button to activate the timer. �	 Y will show on the display. 22 To cancel the timer before brewing has started, press the button again. C KEEP WARM TIME 23 The default keep warm time is 40 minutes. 24 To change this, press the Y button, and hold it in for 3 seconds. �	 The display will show the current keep warm time. 25 Use the min button to choose the keep warm time you want � the options are 00, 20, 30, and 40 minutes after brewing has finished. 26 Press the Y button again, to activate your choice. instructions",How do I cange the keep warm time?,"['To change this, press the Y button, and hold it in for 3 seconds. � The display will show the current keep warm time. 25 Use the min button to choose the keep warm time you want � the options are 00, 20, 30, and 40 minutes after brewing has finished. 26 Press the Y button again, to activate your choice.']",905
557,Test_557,"19 Set the clock to the correct time. a) Use the h and min buttons to set the correct hour and minute. b) It�s a 12 hour clock � the display shows PM for afternoon. c) If you overshoot, you can�t step back. d) The clock will retain its settings until the coffee maker is unplugged. 20 Set the timer to the time you want to start brewing. a) Press and release the Y button. b) �Y� will blink on the display. c) If you don�t press anything for 5 seconds, the display will revert to normal. d) You�ll have to press the Y button, and start again. e) Use the h and min buttons to set the correct hour and minute. f) When you�ve set the time, wait 5 seconds, and the display will revert to normal. Press the c button to activate the timer. �	 Y will show on the display. 22 To cancel the timer before brewing has started, press the button again. C KEEP WARM TIME 23 The default keep warm time is 40 minutes. 24 To change this, press the Y button, and hold it in for 3 seconds. �	 The display will show the current keep warm time. 25 Use the min button to choose the keep warm time you want � the options are 00, 20, 30, and 40 minutes after brewing has finished. 26 Press the Y button again, to activate your choice. instructions",Are there options for other keep warm times?,"['the options are 00, 20, 30, and 40 minutes']",1086
558,Test_558,"9 Replace the carafe on the hotplate. 10 Put the plug into the power socket. �	 The display will glow, showing 12:00 blinking and W + 12 (12 cups). C COFFEE NOW 11 Ignore the display. 12 Use the W button to cycle the bottom of the display to the grind setting you need: X = you�re using ground coffee W + 4, 6, 8, 10, or 12 = you�re using coffee beans + the number of cups/tablespoon 13 Press the 1 button � If you�re using coffee beans, the grinder will operate. 14 Shortly afterwards, coffee will start to drip into the carafe. �	 If you want to stop the coffee maker while it�s brewing, press the 1 button. The 1 light will go off. 15 When it�s done, the hotplate will keep the carafe warm. 16 The display will count up, to show how long the keep warm function has been operating. 17 After a set time, the heater will switch off, the display will stop glowing, and the appliance will go into standby mode. 18 To wake the appliance, press the 2 button. �	 The default keep warm time is 40 minutes. �	 You may change this � see below. �	 After about 40 minutes, chemical changes will affect the taste of the coffee.",How do I start the machine?,"['Replace the carafe on the hotplate. 10 Put the plug into the power socket. � The display will glow, showing 12:00 blinking and W + 12 (12 cups). C COFFEE NOW 11 Ignore the display. 12 Use the W button to cycle the bottom of the display to the grind setting you need: X = you�re using ground coffee W + 4, 6, 8, 10, or 12 = you�re using coffee beans + the number of cups/tablespoon 13 Press the 1 button � If you�re using coffee beans, the grinder will operate. 14 Shortly afterwards, coffee will start to drip into the carafe.']",2
559,Test_559,"9 Replace the carafe on the hotplate. 10 Put the plug into the power socket. �	 The display will glow, showing 12:00 blinking and W + 12 (12 cups). C COFFEE NOW 11 Ignore the display. 12 Use the W button to cycle the bottom of the display to the grind setting you need: X = you�re using ground coffee W + 4, 6, 8, 10, or 12 = you�re using coffee beans + the number of cups/tablespoon 13 Press the 1 button � If you�re using coffee beans, the grinder will operate. 14 Shortly afterwards, coffee will start to drip into the carafe. �	 If you want to stop the coffee maker while it�s brewing, press the 1 button. The 1 light will go off. 15 When it�s done, the hotplate will keep the carafe warm. 16 The display will count up, to show how long the keep warm function has been operating. 17 After a set time, the heater will switch off, the display will stop glowing, and the appliance will go into standby mode. 18 To wake the appliance, press the 2 button. �	 The default keep warm time is 40 minutes. �	 You may change this � see below. �	 After about 40 minutes, chemical changes will affect the taste of the coffee.",How can I brew cofee?,"['Replace the carafe on the hotplate. 10 Put the plug into the power socket. � The display will glow, showing 12:00 blinking and W + 12 (12 cups). C COFFEE NOW 11 Ignore the display. 12 Use the W button to cycle the bottom of the display to the grind setting you need: X = you�re using ground coffee W + 4, 6, 8, 10, or 12 = you�re using coffee beans + the number of cups/tablespoon 13 Press the 1 button � If you�re using coffee beans, the grinder will operate. 14 Shortly afterwards, coffee will start to drip into the carafe.']",2
560,Test_560,"9 Replace the carafe on the hotplate. 10 Put the plug into the power socket. �	 The display will glow, showing 12:00 blinking and W + 12 (12 cups). C COFFEE NOW 11 Ignore the display. 12 Use the W button to cycle the bottom of the display to the grind setting you need: X = you�re using ground coffee W + 4, 6, 8, 10, or 12 = you�re using coffee beans + the number of cups/tablespoon 13 Press the 1 button � If you�re using coffee beans, the grinder will operate. 14 Shortly afterwards, coffee will start to drip into the carafe. �	 If you want to stop the coffee maker while it�s brewing, press the 1 button. The 1 light will go off. 15 When it�s done, the hotplate will keep the carafe warm. 16 The display will count up, to show how long the keep warm function has been operating. 17 After a set time, the heater will switch off, the display will stop glowing, and the appliance will go into standby mode. 18 To wake the appliance, press the 2 button. �	 The default keep warm time is 40 minutes. �	 You may change this � see below. �	 After about 40 minutes, chemical changes will affect the taste of the coffee.",Why does the display count up?,"['The display will count up, to show how long the keep warm function has been operating.']",697
561,Test_561,"27 Use this feature if you prefer your coffee a bit stronger. It slows the brewing process, lengthening the time the water is in contact with the coffee. 28 Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger , If you want to change these settings, you should do so before making coffee.",Can I adjust brew strength?,['Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger'],157
562,Test_562,"27 Use this feature if you prefer your coffee a bit stronger. It slows the brewing process, lengthening the time the water is in contact with the coffee. 28 Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger , If you want to change these settings, you should do so before making coffee.",How do I adjust brew strength?,['Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger'],157
563,Test_563,"27 Use this feature if you prefer your coffee a bit stronger. It slows the brewing process, lengthening the time the water is in contact with the coffee. 28 Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger , If you want to change these settings, you should do so before making coffee.",My coffee is too light,"['Use this feature if you prefer your coffee a bit stronger. It slows the brewing process, lengthening the time the water is in contact with the coffee. 28 Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger']",3
564,Test_564,"27 Use this feature if you prefer your coffee a bit stronger. It slows the brewing process, lengthening the time the water is in contact with the coffee. 28 Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger , If you want to change these settings, you should do so before making coffee.",How to get stronger coffee?,"['Use this feature if you prefer your coffee a bit stronger. It slows the brewing process, lengthening the time the water is in contact with the coffee. 28 Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger']",3
565,Test_565,"27 Use this feature if you prefer your coffee a bit stronger. It slows the brewing process, lengthening the time the water is in contact with the coffee. 28 Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger , If you want to change these settings, you should do so before making coffee.",Coffee strong how?,"['Use this feature if you prefer your coffee a bit stronger. It slows the brewing process, lengthening the time the water is in contact with the coffee. 28 Use the Z button to choose the setting you want � the setting shows in the bottom right corner of the display: blank = normal strength (the default setting) b = stronger a = even stronger']",3
566,Test_566,"Fill the reservoir to the max mark, and run the appliance without coffee.",What do I have to do the first time I run the machine?,"['Fill the reservoir to the max mark, and run the appliance without coffee.']",0
567,Test_567,"1. Remove the carafe from the hotplate. 2. Open the lid. 3. Fill the reservoir with the exact amount of water required. Note that the brewing process will use all of the water that you put in the reservoir. 4. Make sure that the filter holder is pressed down all the way into position. It will click when correctly installed. 5. Put a #4 paper filter into the filter holder. 6. The reservoir is calibrated to give 12 large cups (at 125ml per cup) and 18 small cups (at 83ml per cup). For each large cup, add 6g of ground filter coffee and for each small cup add 4g. 7. Close the lid. 8. Replace the carafe on the hotplate.",How do I fill the machine?,"['1. Remove the carafe from the hotplate. 2. Open the lid. 3. Fill the reservoir with the exact amount of water required. Note that the brewing process will use all of the water that you put in the reservoir. 4. Make sure that the filter holder is pressed down all the way into position. It will click when correctly installed. 5. Put a #4 paper filter into the filter holder. 6. The reservoir is calibrated to give 12 large cups (at 125ml per cup) and 18 small cups (at 83ml per cup). For each large cup, add 6g of ground filter coffee and for each small cup add 4g. 7. Close the lid. 8. Replace the carafe on the hotplate.']",0
568,Test_568,"1. Remove the carafe from the hotplate. 2. Open the lid. 3. Fill the reservoir with the exact amount of water required. Note that the brewing process will use all of the water that you put in the reservoir. 4. Make sure that the filter holder is pressed down all the way into position. It will click when correctly installed. 5. Put a #4 paper filter into the filter holder. 6. The reservoir is calibrated to give 12 large cups (at 125ml per cup) and 18 small cups (at 83ml per cup). For each large cup, add 6g of ground filter coffee and for each small cup add 4g. 7. Close the lid. 8. Replace the carafe on the hotplate.",How much coffee will the machine make?,['The reservoir is calibrated to give 12 large cups (at 125ml per cup) and 18 small cups (at 83ml per cup).'],378
569,Test_569,"1. Remove the carafe from the hotplate. 2. Open the lid. 3. Fill the reservoir with the exact amount of water required. Note that the brewing process will use all of the water that you put in the reservoir. 4. Make sure that the filter holder is pressed down all the way into position. It will click when correctly installed. 5. Put a #4 paper filter into the filter holder. 6. The reservoir is calibrated to give 12 large cups (at 125ml per cup) and 18 small cups (at 83ml per cup). For each large cup, add 6g of ground filter coffee and for each small cup add 4g. 7. Close the lid. 8. Replace the carafe on the hotplate.",How much water will be used?,['Note that the brewing process will use all of the water that you put in the reservoir.'],120
570,Test_570,"1. Remove the carafe from the hotplate. 2. Open the lid. 3. Fill the reservoir with the exact amount of water required. Note that the brewing process will use all of the water that you put in the reservoir. 4. Make sure that the filter holder is pressed down all the way into position. It will click when correctly installed. 5. Put a #4 paper filter into the filter holder. 6. The reservoir is calibrated to give 12 large cups (at 125ml per cup) and 18 small cups (at 83ml per cup). For each large cup, add 6g of ground filter coffee and for each small cup add 4g. 7. Close the lid. 8. Replace the carafe on the hotplate.",How much coffee do I have to add?,"['For each large cup, add 6g of ground filter coffee and for each small cup add 4g.']",484
571,Test_571,Pressing the f button will make the brewed coffee slightly stronger. You can also use it if you are only brewing a partial carafe of coffee (i.e. not completely filling the reservoir). Your coffee maker will then alter the brewing process so your coffee will have about the same strength as it would if you had made a full carafe.,How can I adjust the brewing strenght?,['Pressing the f button will make the brewed coffee slightly stronger.'],0
572,Test_572,Pressing the f button will make the brewed coffee slightly stronger. You can also use it if you are only brewing a partial carafe of coffee (i.e. not completely filling the reservoir). Your coffee maker will then alter the brewing process so your coffee will have about the same strength as it would if you had made a full carafe.,How can I make the coffee stronger?,['Pressing the f button will make the brewed coffee slightly stronger.'],0
573,Test_573,� Your coffee maker will keep the coffee warm for about 40 minutes. � 40 minutes after brewing your coffee maker will shut down and the time of day will be displayed.,How long does the coffee maker keep the cofee warm?,['Your coffee maker will keep the coffee warm for about 40 minutes.'],2
574,Test_574,� Your coffee maker will keep the coffee warm for about 40 minutes. � 40 minutes after brewing your coffee maker will shut down and the time of day will be displayed.,How do I know when the machine was shut down?,['40 minutes after brewing your coffee maker will shut down and the time of day will be displayed.'],70
575,Test_575,"1. Unplug the appliance and let it cool. 2. Tip the contents of the filter holder into the bin. 3. Wipe all surfaces with a clean damp cloth. 4. Press the lever at the rear of the carafe lid, above the handle, to open the carafe lid. 5. Hand wash the carafe and filter holder. 6. Replace the filter holder. Make sure that the filter holder is pressed down all the way into position. It will click when correctly installed. 7. Close the lid, and press down to lock it. GB DE FR NL IT ES PT DK SE NO FI RU CZ SK PL HR SI GR HU TR RO BG AE 6",How do I maintenance the machine?,"['1. Unplug the appliance and let it cool. 2. Tip the contents of the filter holder into the bin. 3. Wipe all surfaces with a clean damp cloth. 4. Press the lever at the rear of the carafe lid, above the handle, to open the carafe lid. 5. Hand wash the carafe and filter holder. 6. Replace the filter holder. Make sure that the filter holder is pressed down all the way into position. It will click when correctly installed. 7. Close the lid, and press down to lock it.']",0
576,Test_576,"1. Unplug the appliance and let it cool. 2. Tip the contents of the filter holder into the bin. 3. Wipe all surfaces with a clean damp cloth. 4. Press the lever at the rear of the carafe lid, above the handle, to open the carafe lid. 5. Hand wash the carafe and filter holder. 6. Replace the filter holder. Make sure that the filter holder is pressed down all the way into position. It will click when correctly installed. 7. Close the lid, and press down to lock it. GB DE FR NL IT ES PT DK SE NO FI RU CZ SK PL HR SI GR HU TR RO BG AE 6",Do I have to unplug the machine before maintenance?,['Unplug the appliance and let it cool.'],3
577,Test_577,"To prevent scale building up, use the self clean function at least monthly in normal water areas, more often in hard water areas. Ensure the kitchen is well ventilated, as heating vinegar causes an unpleasant smell. This operation will take 35-45 minutes. 1. Mix 6 cups of white vinegar with 4 cups of water in the carafe. 2. Pour the mixture into the reservoir. 3. Close the lid. 4. Replace the carafe on the hotplate. 5. Put the plug into the power socket. 6. Press the E button. E will show on the display. 7. Part of the mixture will come through. The remainder will soak in the boiler for 30 minutes, then come through. 8. At the end of the operation the appliance will switch itself off. 9. Fill the reservoir to the max mark, and run the appliance without coffee. 10. Do this 2 or 3 times, till the vinegar smell has gone. Products returned under guarantee with faults due to scale will be subject to a repair charge.",How often should I use the self clean function?,"['use the self clean function at least monthly in normal water areas, more often in hard water areas.']",30
578,Test_578,"To prevent scale building up, use the self clean function at least monthly in normal water areas, more often in hard water areas. Ensure the kitchen is well ventilated, as heating vinegar causes an unpleasant smell. This operation will take 35-45 minutes. 1. Mix 6 cups of white vinegar with 4 cups of water in the carafe. 2. Pour the mixture into the reservoir. 3. Close the lid. 4. Replace the carafe on the hotplate. 5. Put the plug into the power socket. 6. Press the E button. E will show on the display. 7. Part of the mixture will come through. The remainder will soak in the boiler for 30 minutes, then come through. 8. At the end of the operation the appliance will switch itself off. 9. Fill the reservoir to the max mark, and run the appliance without coffee. 10. Do this 2 or 3 times, till the vinegar smell has gone. Products returned under guarantee with faults due to scale will be subject to a repair charge.",Should I clean the machine more often if I live in an area with hard water?,"['use the self clean function at least monthly in normal water areas, more often in hard water areas.']",30
579,Test_579,"To prevent scale building up, use the self clean function at least monthly in normal water areas, more often in hard water areas. Ensure the kitchen is well ventilated, as heating vinegar causes an unpleasant smell. This operation will take 35-45 minutes. 1. Mix 6 cups of white vinegar with 4 cups of water in the carafe. 2. Pour the mixture into the reservoir. 3. Close the lid. 4. Replace the carafe on the hotplate. 5. Put the plug into the power socket. 6. Press the E button. E will show on the display. 7. Part of the mixture will come through. The remainder will soak in the boiler for 30 minutes, then come through. 8. At the end of the operation the appliance will switch itself off. 9. Fill the reservoir to the max mark, and run the appliance without coffee. 10. Do this 2 or 3 times, till the vinegar smell has gone. Products returned under guarantee with faults due to scale will be subject to a repair charge.",How long does the self cleaning take?,['This operation will take 35-45 minutes.'],216
580,Test_580,"To prevent scale building up, use the self clean function at least monthly in normal water areas, more often in hard water areas. Ensure the kitchen is well ventilated, as heating vinegar causes an unpleasant smell. This operation will take 35-45 minutes. 1. Mix 6 cups of white vinegar with 4 cups of water in the carafe. 2. Pour the mixture into the reservoir. 3. Close the lid. 4. Replace the carafe on the hotplate. 5. Put the plug into the power socket. 6. Press the E button. E will show on the display. 7. Part of the mixture will come through. The remainder will soak in the boiler for 30 minutes, then come through. 8. At the end of the operation the appliance will switch itself off. 9. Fill the reservoir to the max mark, and run the appliance without coffee. 10. Do this 2 or 3 times, till the vinegar smell has gone. Products returned under guarantee with faults due to scale will be subject to a repair charge.",How do I operate the self cleaning?,"['1. Mix 6 cups of white vinegar with 4 cups of water in the carafe. 2. Pour the mixture into the reservoir. 3. Close the lid. 4. Replace the carafe on the hotplate. 5. Put the plug into the power socket. 6. Press the E button. E will show on the display. 7. Part of the mixture will come through. The remainder will soak in the boiler for 30 minutes, then come through. 8. At the end of the operation the appliance will switch itself off. 9. Fill the reservoir to the max mark, and run the appliance without coffee. 10. Do this 2 or 3 times, till the vinegar smell has gone.']",256
