,file,language,label,text
77,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Paragraph,"1 2 3 4 5 Απενεργοποιήστε το μηχάνημα και αποσυνδέστε το καλώδιο τροφοδοσίας. Σκουπίστε όλες τις εξωτερικές επιφάνειες με ένα υγρό πανί. Η κανάτα καφέ (F) και το καπάκι της κανάτας είναι ανθεκτικά στο πλυντήριο πιάτων. Ποτέ μην χρησιμοποιείτε καυστικά ή λειαντικά καθαριστικά και ποτέ μην βυθίσετε το μηχάνημα σε υγρό! Για να καθαρίσετε τη βάση φίλτρου (E), σηκώστε τη λαβή και αφαιρέστε τη βάση φίλτρου. Για να καθαρίσετε τη βαλβίδα φίλτρου σχολαστικά, περιστρέψτε την αρκετές φορές ενώ ξεπλένεται. Η αφαλάτωση συνιστάται τακτικά, ανάλογα με τη σκληρότητα του νερού. Γεμίστε το δοχείο με νερό και αποσκληρυντικό σύμφωνα με τις οδηγίες του προϊόντος, και στη συνέχεια, ακολουθήστε τα βήματα 9 και 10. Τοποθετήστε την κανάτα καφέ (F) με το καπάκι της πάνω στην πλάκα θέρμανσης (G). Αφήστε το αποσκληρυντικό να δράσει για περίπου 15 λεπτά και μετά ενεργοποιήστε το μηχάνημα. Απενεργοποιήστε το όταν το διάλυμα σταματήσει να ρέει. Εάν είναι απαραίτητο, επαναλάβετε τη διαδικασία αφαλάτωσης. Αφήστε το μηχάνημα να λειτουργεί τουλάχιστον δύο φορές με καθαρό νερό. Στη συνέχεια, ξεπλύνετε καλά την κανάτα καφέ (F), το καπάκι κανάτας και το στήριγμα φίλτρου (E) κάτω από τρεχούμενο νερό, ενεργοποιήστε επανειλημμένα τη βαλβίδα φίλτρου κατά τη διαδικασία ξεβγάλματος. GB NL BG FR DE GR PT ES τους κινδύνους που ενέχονται. Τα παιδιά δεν πρέπει να παίζουν με τη συσκευή. Ο καθαρισμός και η συντήρηση από τον χρήστη δεν πρέπει να πραγματοποιούνται από παιδιά χωρίς επίβλεψη. Η συσκευή πρέπει να συνδεθεί μόνο σε παροχή ρεύματος του οποίου η τάση και η συχνότητα συμμορφώνονται με τις προδιαγραφές που αναγράφονται στην πινακίδα τεχνικών χαρακτηριστικών! Μη χρησιμοποιείτε ποτέ και μην πιάνετε τη συσκευή εάν – το καλώδιο τροφοδοσίας έχει φθαρεί, – το περίβλημα έχει υποστεί ζημιά. Η συσκευή πρέπει να συνδέεται μόνο σε γειωμένη πρίζα. Εάν απαιτείται, μπορεί να χρησιμοποιηθεί καλώδιο προέκτασης κατάλληλο για 10 A. Εάν υπάρχει βλάβη στη συσκευή ή στο καλώδιο τροφοδοσίας, πρέπει να αντικατασταθεί από τον κατασκευαστή, τον αντιπρόσωπο σέρβις ή από άλλο εξειδικευμένο άτομο για την αποφυγή κινδύνου. Τοποθετείτε πάντα τη συσκευή σε επίπεδη, οριζόντια επιφάνεια. Μην αφήνετε ποτέ τη συσκευή χωρίς επίβλεψη όσο είναι συνδεδεμένη στο ρεύμα. Πρέπει να απενεργοποιείτε τη συσκευή και να βγάζετε το βύσμα από την πρίζα μετά από κάθε χρήση, καθώς και πριν από τον καθαρισμό και τη συντήρησή της. Η συσκευή και τα εξαρτήματα θερμαίνονται κατά τη διάρκεια της λειτουργίας. Χρησιμοποιείτε μόνο τις ενδεδειγμένες λαβές και διακόπτες. Αφήνετε τη συσκευή να κρυώσει πριν από την αποθήκευση. Το καλώδιο ρεύματος δεν πρέπει να έρχεται σε επαφή με ζεστά μέρη της συσκευής. Μη βυθίζετε τη συσκευή σε νερό ή σε άλλο υγρό. Μην υπερβαίνεται τον μέγιστο όγκο πλήρωσης, όπως αυτός υποδεικνύεται στη συσκευή. Μη χρησιμοποιείτε και μην τοποθετείτε τη συσκευή επάνω σε θερμές επιφάνειες ή κοντά σε πηγές θερμότητας. Αυτή η συσκευή προορίζεται για οικιακή χρήση και παρόμοιες εφαρμογές, όπως: – χώροι κουζίνας προσωπικού σε καταστήματα, γραφεία και άλλα εργασιακά περιβάλλοντα, – αγροικίες, – από πελάτες σε ξενοδοχεία, μοτέλ και άλλα οικιστικά περιβάλλοντα, – περιβάλλοντα τύπου πανσιόν (για ύπνο και πρωινό). Ανακυκλώστε τα υλικά που φέρουν το σύμβολο. Τοποθετήστε τα υλικά συσκευασίας σε κατάλληλα δοχεία για ανακύκλωση. Συμβάλλετε στην προστασία του περιβάλλοντος και της ανθρώπινης υγείας ανακυκλώνοντας τις άχρηστες ηλεκτρικές και ηλεκτρονικές συσκευές."
78,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Header_0,ΠΡΟΒΛΗΜΑ ΠΙΘΑΝΗ ΑΙΤΙΑ ΛΥΣΗ ΑΠΟΡΡΙΨΗ
79,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Paragraph,"Αυτό το σύμβολο επί του προϊόντος υποδηλώνει ότι αυτό το προϊόν περιέχει μπαταρία που δεν πρέπει να απορριφθεί με τα συνήθη οικιακά απορρίμματα. Αυτό το σύμβολο στο προϊόν ή στη συσκευασία του υποδεικνύει ότι το προϊόν δεν πρέπει να απορρίπτεται μαζί με άλλα οικιακά απόβλητα. Για να ανακυκλώσετε το προϊόν σας, πηγαίνετέ το σε ένα επίσημο σημείο συλλογής ή σε ένα κέντρο σέρβις της AEG, που μπορεί να αφαιρέσει και να ανακυκλώσει την μπαταρία και τα ηλεκτρικά μέρη με ασφαλή και επαγγελματικό τρόπο. Ακολουθήστε τους κανόνες της χώρας σας για την ξεχωριστή συλλογή ηλεκτρικών προϊόντων και επαναφορτιζόμενων μπαταριών. Η AEG επιφυλάσσεται του δικαιώματος να αλλάζει τα προϊόντα, τις πληροφορίες και τις προδιαγραφές χωρίς ειδοποίηση. GB NL BG FR DE GR PT ES Η καφετιέρα δεν πρέπει να τοποθετείται σε ντουλάπι κατά τη χρήση. Δεν απαιτείται καμία ενέργεια για την προσαρμογή του προϊόντος στα 50 ή 60Hz. Το προϊόν προσαρμόζεται μόνο του. GB NL BG FR DE GR PT ES Συμπτώματα Πιθανές αιτίες Το τροφοδοτικό δεν είναι συνδεδεμένο ή ο διακόπτης ON/OFF δεν είναι ενεργοποιημένος. Δεν υπάρχει νερό στη δεξαμενή νερού. Στη δεξαμενή νερού σχηματίζεται πολύ μεγάλη κλίμακα ασβέστη. Η βαλβίδα προστασίας από διαρροές στη θήκη φίλτρου εμποδίζεται από υπολείμματα σκόνης καφέ. Δεν υπάρχει χάρτινο φίλτρο καφέ στη βάση φίλτρου. Συνδέστε το βύσμα τροφοδοσίας σε μια γειωμένη πρίζα και ενεργοποιήστε τον διακόπτη ON/OFF. Γεμίστε την δεξαμενή νερού με κρύο νερό. Εκτελέστε τη διαδικασία αφαλάτωσης. Αφαιρέστε τα αποφρακτικά σωματίδια και καθαρίστε τη βαλβίδα προστασίας από διαρροές. Χρησιμοποιείτε πάντα νέο χάρτινο φίλτρο καφέ στη θήκη του φίλτρου κατά την παρασκευή καφέ. Ο καφές δεν παρασκευάζεται. Υπάρχει διαρροή στη βάση φίλτρου. Βρέθηκε σκόνη καφέ στην κανάτα καφέ. Λύσεις"
80,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,el,Header_0,ΕΠΙΛΥΣΗ ΠΡΟΒΛΗΜΑΤΩΝ
81,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Paragraph,"GB NL BG FR DE GR PT ES Obrigado por escolher um produto AEG. Para garantir os melhores resultados, utilize sempre acessórios e peças de substituição originais da AEG. Foram concebidos especiﬁcamente para o seu produto. Este produto foi concebido a pensar no meio ambiente. Todas as peças de plástico estão marcadas para efeitos de reciclagem. Visite o nosso website para: Obter conselhos de utilização, catálogos, resolução de problemas e informações sobre serviços: www.aeg.com/webselfservice Registar o seu produto para beneﬁciar de um serviço melhor: www.registeraeg.com Comprar acessórios e consumíveis para o seu eletrodoméstico: www.aeg.com/shop . APOIO AO CLIENTE E ASSISTÊNCIA Quando contactar a assistência técnica, certiﬁque-se de que tem estes dados consigo. A informação pode ser encontrada na placa de características. Modelo, PNC, Número de Série. Aviso/Cuidado - Informações de segurança Informações gerais e sugestões Informações ambientais GB NL BG FR DE GR PT ES"
82,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Header_0,BAUTEILE
83,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Paragraph,A B C D E F G H I J K *dependendo do modelo Interruptor ON/OFF com luz indicadora de energia Reservatório da água Indicador do nível da água Tampa articulada Suporte do ﬁltro com válvula anti-gotejamento Jarro de café de vidro Placa de aquecimento* Ficha e cabo de alimentação Botão Aroma Colher medidora Jarro térmico em aço inoxidável* A F G H B C I D E K J GB NL BG FR DE GR PT ES
84,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Header_0,INÍCIO
85,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Paragraph,"1 2 3 4 5 6 Coloque a máquina sobre uma superfície plana. Ao iniciar a máquina pela primeira vez, encha o reservatório com água fria. Ligue a máquina com o interruptor ON/OFF. Deixe um reservatório cheio de água passar pela máquina uma ou duas vezes para limpá-la, sem usar ﬁltro de papel ou café. Fazer café: abra a tampa e encha o depósito da água com água fria até o nível desejado. Existem escalas de nível da água para 2–10 chávenas grandes e 3-15 chávenas pequenas no interior do depósito da água. Coloque o ﬁltro de papel no cesto do ﬁltro e encha com café moído. Há um medidor para o número recomendado de colheres de café ao lado do medidor de água. Para café de força média, basta uma colher doseadora (aprox. 6-7 g) por chávena. Feche a tampa do reservatório da água e coloque o jarro (completo com a tampa) na placa de aquecimento. Ligue a máquina com o interruptor ON/OFF. A luz indicadora de energia acenderá e a água quente ﬂuirá para o ﬁltro. Quando a água para de ﬂuir, a placa de aquecimento mantém o café quente até que a máquina seja desligada com o interruptor ON/OFF. Se a máquina não for desligada manualmente, a função Desligamento automático de segurança será desativada após 40 minutos. Se o jarro for removido, a válvula do ﬁltro evita que o café pingue na placa de aquecimento. Enquanto estiver a ferver, o jarro não deve ser removido por mais de 30 segundos ou o ﬁltro transbordará. O Seletor de Aroma aumenta o tempo de fermentação para maximizar a extração de sabor e obter um café mais forte para um pequeno número de chávenas (normalmente menos de 6). Pressione o botão Aroma, e o ícone de aroma será ativado. GB NL BG FR DE GR PT ES"
86,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Header_0,CONSELHO DE SEGURANÇA
87,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Paragraph,"Este aparelho não se destina a ser utilizada por pessoas (incluindo crianças) com capacidades físicas, sensoriais ou mentais reduzidas ou sem experiência e conhecimento, excepto se tiverem recebido supervisão ou instruções relativas à utilização da máquina por uma pessoa responsável pela sua segurança. As crianças devem ser vigiadas para se garantir que não brincam com o aparelho. Este aparelho pode ser utilizado por crianças de 8 anos ou mais e por pessoas com capacidades físicas, sensoriais ou mentais reduzidas ou com pouca experiência e conhecimento, desde que sejam supervisionadas e instruídas relativamente à utilização do aparelho de forma segura e compreendam os perigos envolvidos. As crianças não deverão brincar com o aparelho. A limpeza e a manutenção não podem ser efetuadas por crianças sem supervisão."
88,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Header_1,CUIDADOS E LIMPEZA
89,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Paragraph,"Desligue a máquina e desligue o cabo de alimentação. Limpe todas as superfícies exteriores com um pano húmido. O jarro de café (F) e a tampa do jarro podem ser lavados na máquina de lavar loiça. Nunca utilize produtos de limpeza cáusticos ou abrasivos e nunca mergulhe a máquina em líquido! Para limpar o suporte do ﬁltro (E), levante a pega e remova o suporte do ﬁltro. Para limpar a válvula do ﬁltro rode-o várias vezes enquanto estiver a ser enxaguado. Descalciﬁcação recomendada regularmente, dependendo da dureza da água. Encha o depósito com água e descalciﬁcador de acordo com as instruções do produto e, de seguida, siga os passos 9 e 10. Coloque o jarro do café (F) com a respetiva tampa na placa de aquecimento (G). Deixe o descalciﬁcador ter efeito durante 15 minutos e ligue a máquina. Desligue quando a solução terminar de ﬂuir. Se necessário, repita o processo de descalciﬁcação. Deixe a máquina funcionar pelo menos duas vezes com água. De seguida, enxagúe bem o jarro do café (F). tampa do depósito e suporte do ﬁltro (E) debaixo de água corrente, ative a válvula do ﬁltro repetidamente durante o procedimento de enxaguamento. 1 2 3 4 5 GB NL BG FR DE GR PT ES O aparelho só pode ser ligado a uma fonte de alimentação cuja voltagem e frequência cumpram com as especifcações indicadas na chapa de classifcação! Nunca utilize nem pegue no aparelho se – o cabo de alimentação estiver danifcado, – o corpo estiver danifcado. O aparelho só deve ser ligado a uma tomada com ligação à terra. Se necessário, pode ser utilizado um cabo de extensão adequado para 10 A. Se o aparelho e o cabo de alimentação estiverem danifcados, devem ser substituídos pelo fabricante, agente de assistência ou pessoa qualifcada semelhante, de modo a evitar perigos. Coloque sempre o aparelho numa superfície plana e nivelada. Nunca deixe o aparelho sem vigilância enquanto estiver ligado à rede elétrica. O aparelho deve sempre ser desligado e a fcha elétrica retirada da tomada após a utilização e antes da limpeza e manutenção. O aparelho e os acessórios fcam quentes durante a operação. Utilize apenas as pegas e os botões recomendados. Deixe arrefecer antes de guardar. O cabo elétrico não pode entrar em contacto com nenhuma parte quente do aparelho. Não mergulhe o aparelho em água ou em qualquer outro líquido. Não exceda o volume máximo de enchimento conforme indicado nos aparelhos. Não utilize nem coloque o aparelho sobre uma superfície quente ou nas proximidades de uma fonte de calor. Este aparelho destina-se exclusivamente a utilizações domésticas ou semelhantes, tais como: – áreas de cozinha destinadas aos funcionários em lojas, escritórios e outros ambientes de trabalho; – turismo rural; – utilização por clientes de hotéis, motéis e outros ambientes hoteleiros; – ambientes do tipo residencial com dormida e pequeno-almoço. A cafeteira não deverá ser colocada num armário durante a utilização. Não é necessária nenhuma ação para adaptar o produto para 50 ou para 60 Hz. Este produto ajustar-se-á por si próprio. GB NL BG FR DE GR PT ES Recicle os materiais que apresentem o símbolo. Coloque a embalagem nos contentores indicados para reciclagem. Ajude a proteger o ambiente e a saúde pública através da reciclagem de resíduos de aparelhos elétricos e eletrónicos."
90,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Header_1,PROBLEMA CAUSA POSSÍVEL SOLUÇÃO ELIMINAÇÃO
91,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Paragraph,"Este símbolo no produto indica que o produto contém uma pilha que não pode ser eliminada juntamente com os resíduos domésticos comuns. Este símbolo no produto ou na sua embalagem indica que o produto não pode ser tratado como lixo doméstico. Para reciclar o seu produto, coloque-o num ponto de recolha oﬁcial ou entregue-o num centro de assistência da AEG, onde a bateria e as peças elétricas serão removidas e enviadas para reciclagem de forma correta e proﬁssional. Siga os regulamentos do seu país relativos à recolha separada de produtos elétricos e baterias recarregáveis. A AEG reserva-se o direito de alterar produtos, informações e especiﬁcações sem aviso. Sintomas Causas possíveis A alimentação elétrica não está ligada ou o botão LIGAR/ DESLIGAR não está ativado. Não há água no depósito de água. A acumulação excessiva de calcário é formada no depósito de água. A válvula anti-gotas no suporte do ﬁltro está obstruído pelo pó de café residual. Não há ﬁltro de café de papel no suporte do ﬁltro. Ligue a ﬁcha de alimentação numa ligação à terra e ative o botão LIGAR/DESLIGAR. Encha o depósito de água com água fria. Efetue o procedimento de descalciﬁcação. Retire as partículas de obstrução e limpe a válvula anti-gotas. Utilize sempre um novo ﬁltro de café de papel no suporte do ﬁltro quando preparar café. O café não está a encher. O suporte do ﬁltro apresenta fugas. Pó de café encontrado no jarro do café. Soluções"
92,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,pt,Header_0,RESOLUÇÃO DE PROBLEMAS
93,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Paragraph,"GB NL BG FR DE GR PT ES Gracias por escoger un producto AEG. Utilice siempre accesorios y repuestos originales de AEG para asegurarse los mejores resultados. Se han diseñado especialmente para su producto. Este producto se ha diseñado pensando en el medio ambiente. Todas las piezas de plástico tienen marcas para su reciclaje. Visite nuestro sitio web para: Obtener consejos, folletos, soluciones a problemas e información de servicio: www.aeg.com/webselfservice Registre su producto para recibir un mejor servicio: www.registeraeg.com Compre accesorios y consumibles para su electrodoméstico: www.aeg.com/shop"
94,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Header_0,. ATENCIÓN Y SERVICIO AL CLIENTE
95,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Paragraph,"Al contactar con el Servicio, cerciórese de tener la siguiente información a mano. La información se puede encontrar en la placa de características. Modelo, PNC, Número de serie. Advertencia / Precaución-Información sobre seguridad Información general y consejos Información sobre el medio ambiente GB NL BG FR DE GR PT ES"
96,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Header_0,COMPONENTES
97,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Paragraph,A B C D E F G H I J K *Dependiendo del modelo Interruptor ON/OFF (Encendido/Apagado) con luz indicadora de alimentación Depósito de agua Indicador de nivel de agua Tapa abisagrada Soporte de ﬁltro con una válvula antigoteo Jarra para café de vidrio Placa calefactora* Cable y ﬁcha de alimentación Tecla Aroma Cuchara para medición Jarra térmica de acero inoxidable* A F G H B C I D E K J GB NL BG FR DE GR PT ES
98,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Header_0,INICIO
99,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Paragraph,"1 2 3 4 5 6 Coloque el aparato en una superﬁcie plana. Cuando encienda el aparato por primera vez, llene el depósito con agua fría. Encienda el aparato con el interruptor de encendido/apagado (ON/OFF). Deje que toda el agua del depósito pase a través del aparato una o dos veces para limpiarlo, sin usar papel de ﬁltro ni café. Hacer café: abra la tapa y llene el depósito de agua con agua fría hasta el nivel deseado. Hay un indicador de nivel de agua para 2–10 tazas grandes / 3-15 tazas pequeñas dentro del depósito de agua. Inserte el ﬁltro de papel en la canasta del ﬁltro y llénela con café molido. Junto al indicador de agua, hay un indicador de la cantidad recomendada de cucharas de café. Para un café de mediana intensidad, una cuchara de medición (aproximadamente 6 a 7 g) por taza es suﬁciente. Cierre la tapa del depósito de agua y coloque la jarra (completa, con la tapa) sobre la placa calefactora. Encienda el aparato con el interruptor de encendido/apagado (ON/OFF). Se encenderá la luz indicadora de alimentación y el agua caliente ﬂuirá dentro del ﬁltro. Cuando el agua haya dejado de ﬂuir, la placa calefactora mantendrá el café caliente hasta que el aparato se apague con el interruptor de encendido/ apagado (ON/OFF). Si el aparato no se apaga manualmente, la función Safety Auto-Oﬀ (Apagado automático de seguridad) lo apagará después de 40 minutos. Si la jarra se retira, la válvula de ﬁltro impide que el café gotee sobre la placa calefactora. Durante el hervor, la jarra no debe retirarse durante más de 30 segundos, pues de lo contrario el ﬁltro se derramará. El Selector de Aroma extiende el tiempo de preparación para maximizar la extracción de sabor y obtener un café más intenso para un menor número de tazas (generalmente menos de 6). Presione la tecla Aroma, y se encenderá el ícono de aroma. GB NL BG FR DE GR PT ES"
100,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Header_0,CONSEJO DE SEGURIDAD
101,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Paragraph,"Este electrodoméstico no está diseñado para que lo usen personas (incluidos niños) con discapacidad física, sensorial o mental, o con experiencia y conocimiento insuﬁcientes, a menos que una persona responsable de su seguridad les supervise o instruya en el uso del electrodoméstico. Se debe vigilar a los niños para asegurarse de que no jueguen con el aparato. Este electrodoméstico puede ser utilizado por niños de 8 años en adelante y personas cuyas capacidades físicas, sensoriales o mentales estén disminuidas o que carezcan de la experiencia y conocimientos suﬁcientes para manejarlo, siempre que cuenten con las instrucciones o la supervisión sobre el uso del electrodoméstico de forma segura y comprendan los riesgos. Los niños no deben jugar con el electrodoméstico. La limpieza y el mantenimiento no podrán realizarlas niños sin supervisión."
102,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Header_1,CUIDADO Y LIMPIEZA
103,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Paragraph,"Apague la máquina y desconecte el cable de alimentación. Limpie todas las superﬁcies exteriores con un paño húmedo. La jarra de café (F) y la tapa de la jarra son aptas para lavavajillas. Nunca utilice limpiadores cáusticos o abrasivos ni sumerja la máquina en líquido. Para limpiar el portaﬁltros (E), levante el asa y retire el soporte del ﬁltro. Para limpiar la válvula del ﬁltro a fondo, gírelo varias veces mientras se aclara. Se recomienda descalciﬁcar de manera habitual, según la dureza del agua. Llene el depósito con agua y el descalciﬁcador según las instrucciones del producto, a continuación realice los pasos 9 y 10. Coloque la jarra de café (F) con la tapa en el calientaplatos (G). Deje que el descalciﬁcador haga efecto durante unos 15 minutos, después, encienda la máquina. Apáguelo cuando la solución haya completado la operación. Si es necesario, repita el proceso de descalciﬁcación. Deje funcionando la máquina al menos dos veces con agua corriente. A continuación, aclare a fondo la jarra de café (F) tapa de la jarra y soporte del ﬁltro (E) con agua corriente, active la válvula del ﬁltro varias veces durante el proceso de aclarado. 1 2 3 4 5 GB NL BG FR DE GR PT ES El aparato sólo se puede conectar a un suministro de energía cuyo voltaje y frecuencia cumplan con las especifcaciones indicadas en la placa de clasifcación. Nunca uses o recojas el aparato si, el cable de suministro está dañado, la caja está dañada. El aparato sólo se puede conectar a una toma de corrientes en tierra. Si fuera necesario, se puede utilizar un cable de extensión apropiado para 10 A. Si el aparato o el cable de suministro sufre algún daño, el fabricante, su servicio técnico o un profesional tendrán que cambiarlo para evitar situaciones peligrosas. Coloque siempre el aparato en una superfcie plana y nivelada. Nunca deje el aparato sin vigilancia mientras esté conectado a la red eléctrica. El aparato debe ser apagado y el enchufe de red debe retirarse del tomacorriente cada vez que se usa, antes de la limpieza y mantenimiento. Tanto el aparato como sus accesorios se calientan durante Utilice solo las asas y controles que se indican. Deje que el aparato se enfríe antes de limpiarlo y guardarlo. El cable de corriente no debe entrar en contacto con ninguna parte caliente del aparato. No sumerja el aparato en agua ni en ningún otro líquido. No supere el volumen de llenado máximo indicado en el aparato. No utilice ni coloque el aparato sobre una superfcie caliente o cerca de una fuente de calor. Este aparato está concebido para utilizarse en aplicaciones domésticas y similares como: - áreas de cocina para el personal en tiendas, ofcinas y otros entornos de trabajo; - casas de granjas; - por clientes en hoteles, moteles y otros entornos de tipo residencial; - entornos de tipo hostales o pensiones. La cafetera no debe colocarse en un armario durante el uso. No es necesaria acción alguna para adaptar el producto a 50 o 60Hz. El producto se adaptará solo. GB NL BG FR DE GR PT ES Recicle los materiales con el símbolo. Coloque el material de embalaje en los contenedores adecuados para su reciclaje. Ayude a proteger el medio ambiente y la salud pública, así como a reciclar residuos de aparatos eléctricos y electrónicos."
104,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Header_1,POSIBLE CAUSA/SOLUCIÓN DEL PROBLEMA DESECHO
105,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Paragraph,"Este símbolo presente en el producto indica que el producto contiene una batería que no debe desecharse con los residuos domésticos normales. Este símbolo presente en el producto o sobre su envase indica que el producto no debe ser tratado como un desecho doméstico. Para reciclar su producto, llévelo a un punto de recolección oﬁcial o a un centro de servicio de AEG que pueda extraer y recicla la batería y las piezas eléctricas de manera segura y profesional. Cumpla con las reglas de su país para la recolección separada de productos eléctricos y baterías recargables. AEG se reserva el derecho de cambiar los productos, la información y las especiﬁcaciones sin previo aviso. Sintomas Posibles causas La fuente de alimentación no está conectada o el interruptor Encendido/Apagado no está encendido. No hay agua en el depósito. Se forma demasiada cal en el depósito de agua. La válvula antigoteo del soporte del ﬁltro está obstruido por el polvo residual del café. No hay ﬁltro de café en el soporte del ﬁltro. Conecte el enchufe a una toma de pared conectada a tierra y encienda el interruptor de encendido/apagado. Llene el depósito de agua con agua fría. Realice el procedimiento de desclaciﬁcación. Retire las partículas que obstruyen y limpie la válvula antigoteo. Utilice siempre un nuevo ﬁltro de café en el soporte del ﬁltro cuando prepare el café. No sale café. El soporte del ﬁltro tiene fugas. Polvo de café en la jarra de café. Soluciones"
106,/content/drive/MyDrive/vdu/manuals/aeg/aegX_single/1588918.pdf,es,Header_0,RESOLUÇÃO DE PROBLEMAS
